Name,Colors,Year,Genre,Style,Link
Vase with Red Gladioli,"('#F2D194', '#D9AC84', '#D9564A', '#BF4949', '#0D0D0D')",1886,flower painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/vase-with-red-gladioli-1886-1.jpg!Large.jpg
Vase with Red Poppies,"('#6D7BA6', '#828C35', '#732D14', '#D91111', '#A61414')",1886,flower painting,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/vase-with-red-poppies-1886.jpg!Large.jpg
Vase with Zinnias,"('#3A400B', '#D9851E', '#59280B', '#A61B0F', '#591C16')",1886,flower painting,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-zinnias-1886.jpg!Large.jpg
Vase with Zinnias and Geraniums,"('#3C591E', '#D9B779', '#D96B2B', '#401B13', '#BF281B')",1886,flower painting,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/vase-with-zinnias-and-geraniums-1886.jpg!Large.jpg
Vase with Zinnias and Other Flowers,"('#8C2A32', '#1B1A26', '#4D7343', '#BEBF99', '#A65233')",1886,flower painting,Realism,https://uploads1.wikiart.org/images/vincent-van-gogh/vase-with-zinnias-and-other-flowers-1886.jpg!Large.jpg
View of Montmartre,"('#D9A60D', '#F2DBAE', '#D99D55', '#F2D2B6', '#260101')",1886,cityscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/view-of-montmartre-1886.jpg!Large.jpg
View of Paris from Montmartre,"('#403822', '#F2D4AE', '#D9BD9C', '#734924', '#8C4014')",1886,panorama,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/view-of-paris-from-montmartre-1886.jpg!Large.jpg
View of Paris from near Montmartre,"('#D6D9CC', '#6A7326', '#555934', '#252618', '#F2F0D8')",1886,panorama,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/view-of-paris-from-near-montmartre-1886.jpg!Large.jpg
View of Paris with Notre-Dame and the Pantheon,"('#BFB28A', '#736346', '#A69472', '#402F21', '#401309')",1886,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/view-of-paris-with-notre-dame-and-the-pantheon-1886.jpg!Large.jpg
"View of Paris, with the Hôtel de Ville and the Tour-Saint-Jacques","('#F2E4C9', '#261709', '#59402A', '#A6886D', '#D9BCA3')",1886,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/view-of-paris-with-the-hôtel-de-ville-and-the-tour-saint-jacques-1886.jpg!Large.jpg
View of Roofs and Backs of Houses,"('#A62E38', '#F2E6A7', '#F2D8A7', '#734B43', '#0D0000')",1886,cityscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/view-of-roofs-and-backs-of-houses-1886.jpg!Large.jpg
Walking Couple,"('#403734', '#736966', '#A69C98', '#D9CFCC', '#BFB7B4')",1886,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/walking-couple-1886.jpg!Large.jpg
Windmill at Montmartre,"('#D9D9D9', '#A6A6A6', '#242526', '#727273', '#F2F2F2')",1886,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/windmill-at-montmartre-1886.jpg!Large.jpg
Windmill on Montmartre,"('#7A9FBF', '#88AABF', '#B8D9D3', '#4E5936', '#BFA87E')",1886,cityscape,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/windmill-on-montmartre-1886.jpg!Large.jpg
Windmills at Montmartre,"('#D9D5D2', '#8C8C8C', '#404040', '#262626', '#0D0D0D')",1886,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/windmills-at-montmartre-1886.jpg!Large.jpg
"Woman in Dark Dress, Walking","('#F2D0A7', '#8C5E35', '#BF946F', '#F2CDAC', '#592202')",1886,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/woman-in-dark-dress-walking-1886.jpg!Large.jpg
Woman Walking Her Dog,"('#D9C8A9', '#BFAE99', '#8C7A69', '#734930', '#261914')",1886,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/woman-walking-her-dog-1886.jpg!Large.jpg
"Woman with Hat, Half-Length","('#0D0C0A', '#26241E', '#73726E', '#A6A5A1', '#D9D8D7')",1886,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/woman-with-hat-half-length-1886.jpg!Large.jpg
Still life with meadow flowers and roses,"('#262622', '#F2EAC2', '#A69256', '#733F2C', '#8C4130')",1886,still life,Realism,https://uploads6.wikiart.org/images/vincent-van-gogh/still-life-with-meadow-flowers-and-roses-1886.jpg!Large.jpg
Plaster Statuette of a Female Torso,"('#415AA6', '#4968A6', '#639CBF', '#A67D65', '#59220E')",1886,still life,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso.jpg!Large.jpg
Head of a Man,"('#40302B', '#A6958F', '#D9C7C1', '#594747', '#F2F2F2')",1886,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-man-4(1).jpg!Large.jpg
Nude Woman on a Bed,"('#F2D194', '#F2D6B3', '#D96B52', '#8C5D58', '#F2F2F2')",1887,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/00373/images/vincent-van-gogh/nude-woman-on-a-bed.jpg
A Pair of Shoes,"('#45648C', '#73A9D9', '#F29D52', '#F28D52', '#8C5C4A')",1887,still life,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/a-pair-of-shoes-1887(1).jpg!Large.jpg
A Pair of Shoes,"('#1E2620', '#F2EC91', '#BFA760', '#735B2F', '#A6874E')",1887,still life,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/a-pair-of-shoes-1887-1(1).jpg!Large.jpg
A woman walking in garden,"('#8C8956', '#736C48', '#F2D272', '#D97E4A', '#BF4D34')",1887,genre painting,Neo-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/a-woman-walking-in-garden-1887(1).jpg
Absinthe,"('#D9AC59', '#BF7D2C', '#D9B384', '#592E08', '#8C4216')",1887,still life,Neo-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/absinthe-1887(1).jpg!Large.jpg
Avenue in Voyer d'Argenson Park at Asnieres,"('#F2DC6D', '#A68C3F', '#BFA575', '#735236', '#402B1F')",1887,landscape,Neo-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/avenue-in-voyer-d-argenson-park-at-asnieres-1887(1).jpg!Large.jpg
Banks of the Seine in the spring,"('#191340', '#F2C53D', '#D9BB62', '#D99543', '#8C5B30')",1887,landscape,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/banks-of-the-seine-in-the-spring-1887(1).jpg!Large.jpg
Banks of the Seine near Pont de Clichy,"('#F0F2DC', '#595736', '#8C8045', '#F2E6A7', '#D9A74A')",1887,landscape,Neo-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/banks-of-the-seine-near-pont-de-clichy-1887(1).jpg
Barn Owl Viewed from the Front,"('#F2E3B3', '#403521', '#8C7D61', '#F2DDB6', '#0D0000')",1887,animal painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/barn-owl-viewed-from-the-front-1887(1).jpg!Large.jpg
Barn Owl Viewed from the Side,"('#3F402F', '#8C8474', '#F2E6CE', '#D9D0BF', '#0D0D0D')",1887,animal painting,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/barn-owl-viewed-from-the-side-1887(1).jpg!Large.jpg
Basket of Sprouting Bulbs,"('#67A665', '#BFB084', '#8C704F', '#D9CDBF', '#F2F2F2')",1887,still life,Neo-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/basket-of-sprouting-bulbs-1887(1).jpg!Large.jpg
Bathing Float on the Seine at Asnieres,"('#F0F2DF', '#D9AE89', '#BF8969', '#733729', '#A61F1F')",1887,landscape,Neo-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/bathing-float-on-the-seine-at-asnieres-1887(1).jpg!Large.jpg
Boulevard de Clichy,"('#8C4A6F', '#BF8EA9', '#BFAD75', '#D9BD9C', '#A63D33')",1887,cityscape,Neo-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/boulevard-de-clichy-1887(1).jpg!Large.jpg
Bridges across the Seine at Asnieres,"('#667302', '#F2CF66', '#F29F05', '#BF4904', '#BF2604')",1887,cityscape,Neo-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/bridges-across-the-seine-at-asnieres-1887(1).jpg!Large.jpg
Chestnut Tree in Blossom,"('#2A5936', '#8AA66F', '#8BA651', '#BFA454', '#8C2020')",1887,landscape,Neo-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/chestnut-tree-in-blossom-1887(1).jpg!Large.jpg
Clarinetist and Piccolo Player,"('#010626', '#656B8C', '#071540', '#F2E1C2', '#D9C8B4')",1887,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/clarinetist-and-piccolo-player-1887(1).jpg!Large.jpg
Couple Out for a Stroll,"('#D9B779', '#D9B384', '#A68365', '#594031', '#261007')",1887,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/couple-out-for-a-stroll-1887(1).jpg!Large.jpg
Double-Bass Player,"('#0F2619', '#1D402C', '#5D735E', '#F2E7C4', '#D9CEB0')",1887,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/double-bass-player-1887(1).jpg!Large.jpg
Dying Slave and Figures at a Table,"('#F2E0C9', '#403124', '#736355', '#A69281', '#D9C3B0')",1887,sketch and study,Realism,https://uploads3.wikiart.org/images/vincent-van-gogh/dying-slave-and-figures-at-a-table-1887(1).jpg!Large.jpg
Edge of a Wheatfield with Poppies,"('#356B8C', '#6092A6', '#735827', '#BF7E45', '#D9763D')",1887,landscape,Neo-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/edge-of-a-wheatfield-with-poppies-1887(1).jpg!Large.jpg
Entrance to the Moulin de la Galette,"('#2182BF', '#97A629', '#D9A60D', '#F2D98D', '#F2D49B')",1887,cityscape,Neo-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/entrance-to-the-moulin-de-la-galette-1887.jpg!Large.jpg
Entrance to the Voyer-d'Argenson Park at Asnieres,"('#F2EA72', '#D9B64E', '#A68241', '#734D2C', '#8C594D')",1887,cityscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/entrance-to-the-voyer-d-argenson-park-at-asnieres-1887(1).jpg!Large.jpg
Exterior of a Restaurant at Asnieres,"('#808C56', '#D9BB62', '#8C7446', '#D9B573', '#8C1E14')",1887,cityscape,Neo-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/exterior-of-a-restaurant-at-asnieres-1887(1).jpg!Large.jpg
"Factories at Asnieres, Seen from the Quai de Clichy","('#D9BB25', '#D9D2B0', '#D9A91A', '#D99414', '#A61103')",1887,cityscape,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/factories-at-asnieres-seen-from-the-quai-de-clichy-1887(1).jpg!Large.jpg
Factories Seen from a Hillside in Moonlight,"('#588C65', '#7ABF8C', '#435944', '#98BF8E', '#BF8654')",1887,landscape,Neo-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/factories-seen-from-a-hillside-in-moonlight-1887(1).jpg!Large.jpg
Fishing in the Spring,"('#508BBF', '#7F8C1F', '#A69129', '#D98014', '#8C3A1C')",1887,genre painting,Neo-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/fishing-in-the-spring-1887(1).jpg!Large.jpg
Flowerpot with Chives,"('#657351', '#BFAD8A', '#BF755A', '#733B2F', '#BF463B')",1887,flower painting,Neo-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/flowerpot-with-chives-1887(1).jpg!Large.jpg
Fortifications of Paris with Houses,"('#193773', '#3C74A6', '#7EADBF', '#D9D5A0', '#D9A036')",1887,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/fortifications-of-paris-with-houses-1887(1).jpg!Large.jpg
Four Swifts with Landscape Sketches,"('#261E10', '#F2C879', '#F2DAAC', '#F2E1C2', '#735838')",1887,sketch and study,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/four-swifts-with-landscape-sketches-1887(1).jpg!Large.jpg
Fritillaries in a Copper Vase,"('#376B8C', '#3E8C49', '#F2A341', '#F27C38', '#D95D41')",1887,flower painting,Neo-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/fritillaries-in-a-copper-vase-1887(1).jpg!Large.jpg
Gardens on Montmartre and the Blute-Fin Windmill,"('#A67A44', '#593515', '#A6662E', '#A65526', '#260801')",1887,landscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/gardens-on-montmartre-and-the-blute-fin-windmill-1887(1).jpg!Large.jpg
Gate in the Paris Ramparts,"('#081A40', '#9CC1D9', '#F2CEAE', '#A6654E', '#8C0303')",1887,cityscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/gate-in-the-paris-ramparts-1887(1).jpg!Large.jpg
Head of a Man (Possibly Theo van Gogh),"('#F2E1C2', '#D9B88F', '#A68263', '#260F01', '#A65A2E')",1887,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/head-of-a-man-possibly-theo-van-gogh-1887(1).jpg!Large.jpg
Head of a Man with a Top Hat,"('#061426', '#2B4025', '#67735C', '#BFB595', '#D9CEB0')",1887,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/head-of-a-man-with-a-top-hat-1887(1).jpg!Large.jpg
House with sunflowers,"('#1A2616', '#F2D785', '#D9B573', '#BF7960', '#A6382E')",1887,landscape,Neo-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/house-with-sunflowers-1887.jpg
Interior of a Restaurant,"('#6583BF', '#337329', '#D9CA9C', '#BF843B', '#734116')",1887,interior,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/interior-of-a-restaurant-1887.jpg!Large.jpg
Interior of a Restaurant,"('#F2CC85', '#D99559', '#BF522A', '#A66B56', '#732424')",1887,interior,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/interior-of-a-restaurant-1887-1.jpg!Large.jpg
Italian Woman (Agostina Segatori),"('#F2C84B', '#F2B544', '#D97823', '#D94F30', '#8C2727')",1887,portrait,Neo-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/italian-woman-agostina-segatori-1887.jpg!Large.jpg
Japanese art,"('#AFBF36', '#F2CE1B', '#BF9004', '#A64812', '#F2490C')",1887,cityscape,Japonism,https://uploads5.wikiart.org/images/vincent-van-gogh/japanese-art-1887.jpg!Large.jpg
Japonaiserie Oiran (after Kesai Eisen),"('#35528C', '#D9BE3B', '#D99E32', '#BF8034', '#A6442E')",1887,portrait,Japonism,https://uploads2.wikiart.org/images/vincent-van-gogh/japonaiserie-oiran-after-kesai-eisen-1887.jpg!Large.jpg
Kneeling Ecorche,"('#F2DAAC', '#59452C', '#A68A68', '#F2D7B6', '#260F01')",1887,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/kneeling-ecorche-1887.jpg!Large.jpg
Lane in Voyer d'Argenson Park at Asnieres,"('#403501', '#A6751B', '#F2CF8D', '#401201', '#8C442A')",1887,landscape,Neo-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/lane-in-voyer-d-argenson-park-at-asnieres-1887.jpg!Large.jpg
Le Moulin de la Gallette,"('#6A9AD9', '#73A9D9', '#ADC5D9', '#69731F', '#735B14')",1887,cityscape,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/le-moulin-de-la-gallette-1887.jpg!Large.jpg
L'Ecorche,"('#BFB39B', '#F2E6CE', '#594B39', '#8C7E6D', '#D9CAB8')",1887,sketch and study,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/l-ecorche-1887.jpg!Large.jpg
L'Ecorche and Borghese Gladiator,"('#402E18', '#D9B88F', '#F2D6B3', '#73563D', '#BF9B7A')",1887,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/l-ecorche-and-borghese-gladiator-1887.jpg!Large.jpg
Lilacs,"('#A69F46', '#D99F6C', '#F2622E', '#D94F30', '#F25757')",1887,flower painting,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/lilacs-1887.jpg!Large.jpg
Luxembourg Garden in Paris,"('#D9C6B0', '#BFAB99', '#735E51', '#A68F81', '#402A22')",1887,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/luxembourg-garden-in-paris.jpg!Large.jpg
Male Torso and Study for Portrait of a Woman with Flowers,"('#F2E9BD', '#F2E8C9', '#BFAF8F', '#594B39', '#26190E')",1887,sketch and study,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/male-torso-and-study-for-portrait-of-a-woman-with-flowers-1887.jpg!Large.jpg
Man with Spade in a Suburb of Paris,"('#99BFAA', '#30400E', '#5D732D', '#8AA64E', '#D9BF73')",1887,genre painting,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/man-with-spade-in-a-suburb-of-paris-1887.jpg!Large.jpg
Montmartre Path with Sunflowers,"('#5F7336', '#D9C979', '#D9D2B0', '#A66F2D', '#D99543')",1887,cityscape,Neo-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/montmartre-path-with-sunflowers-1887.jpg!Large.jpg
Moored Boats,"('#64758C', '#324759', '#735A10', '#8C602A', '#732E07')",1887,landscape,Neo-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/moored-boats-1887.jpg!Large.jpg
"Nude Woman Reclining, Seen from the Back","('#F2F2F0', '#BFAE99', '#8C5845', '#A65B4B', '#59302C')",1887,nude painting (nu),Neo-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/nude-woman-reclining-seen-from-the-back-1887.jpg!Large.jpg
Nude Woman Squatting Over a Basin,"('#F2DB94', '#F2D194', '#59462E', '#8C704D', '#D9B68B')",1887,sketch and study,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/nude-woman-squatting-over-a-basin-1887.jpg!Large.jpg
On the Outskirts of Paris,"('#4E6BBF', '#668CD9', '#6AA5D9', '#EEF279', '#F0F2A7')",1887,landscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/on-the-outskirts-of-paris-1887.jpg!Large.jpg
Outskirts of Paris near Montmartre,"('#84A9D9', '#73622F', '#D99B66', '#D9663D', '#F2D5CE')",1887,cityscape,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/outskirts-of-paris-near-montmartre-1887-1.jpg!Large.jpg
Park at Asnieres in Spring,"('#4B732F', '#A1A626', '#A6922E', '#8C5C03', '#8C0303')",1887,landscape,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/park-at-asnieres-in-spring-1887.jpg!Large.jpg
Park View,"('#F2DEA2', '#F2DBAE', '#D9CAAD', '#BF8A49', '#8C582A')",1887,sketch and study,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/park-view.jpg!Large.jpg
Pasture in Bloom,"('#6C7339', '#403D1B', '#A6995B', '#A67A44', '#A66038')",1887,landscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/pasture-in-bloom-1887.jpg!Large.jpg
Path in the Woods,"('#8C7632', '#735A2C', '#402401', '#D98B2B', '#260B01')",1887,sketch and study,Neo-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/path-in-the-woods-1887.jpg!Large.jpg
Pianist,"('#142619', '#697363', '#898C6D', '#D9CBA3', '#D9CEB0')",1887,sketch and study,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/pianist-1887.jpg!Large.jpg
Plaster Statuette of a Female Torso,"('#453159', '#C6D9B4', '#F2C53D', '#D99E30', '#BF6B21')",1887,still life,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/plaster-statuette-of-a-female-torso-1887.jpg!Large.jpg
Portrait of a Man,"('#262621', '#D9AF62', '#BF9E60', '#A66832', '#593622')",1887,portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/portrait-of-a-man.jpg!Large.jpg
Portrait of a Man with a Skull Cap,"('#294018', '#BFB0A3', '#BF7449', '#732D14', '#8C281F')",1887,portrait,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/portrait-of-a-man-with-a-skull-cap.jpg!Large.jpg
Portrait of a Woman,"('#592F3A', '#26121B', '#D9B36C', '#D9A86C', '#A67051')",1887,portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-1887.jpg!Large.jpg
Portrait of a Woman (Madame Tanguy),"('#355934', '#D99771', '#8C5042', '#260101', '#732020')",1887,portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/portrait-of-a-woman-madame-tanguy.jpg!Large.jpg
Portrait of Alexander Reid,"('#F2D479', '#D9AE5F', '#8C713E', '#8C4227', '#A63E26')",1887,portrait,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/portrait-of-alexander-reid-1887.jpg!Large.jpg
Portrait of Père Tanguy,"('#D9AD77', '#8C694A', '#BF9775', '#593D2D', '#261914')",1887,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/portrait-of-père-tanguy-1887.jpg!Large.jpg
Portrait of Père Tanguy,"('#D9A23D', '#BF702A', '#A64F1C', '#592C12', '#401208')",1887,portrait,Post-Impressionism,https://uploads2.wikiart.org/images/vincent-van-gogh/portrait-of-père-tanguy.jpg!Large.jpg
"Portrait of the Art Dealer Alexander Reid, Sitting in an Easy Chair","('#D9D1B8', '#F2C791', '#A6774E', '#734022', '#400D01')",1887,portrait,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/portrait-of-the-art-dealer-alexander-reid-sitting-in-an-easy-chair.jpg!Large.jpg
Restaurant de la Sirene at Asnieres,"('#F2BF91', '#592F16', '#A67153', '#D99F7E', '#260401')",1887,sketch and study,Post-Impressionism,https://uploads1.wikiart.org/images/vincent-van-gogh/restaurant-de-la-sirene-at-asnieres-1887.jpg!Large.jpg
Restaurant de la Sirene at Asnieres,"('#F2CD88', '#F2CB9B', '#BF8654', '#8C2F1B', '#A63232')",1887,cityscape,Neo-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/restaurant-de-la-sirene-at-asnieres-1887-1.jpg!Large.jpg
Road Running Beside the Paris Ramparts,"('#5D7A8C', '#BF8339', '#BF7C41', '#D9B9A7', '#BF4417')",1887,landscape,Post-Impressionism,https://uploads4.wikiart.org/images/vincent-van-gogh/road-running-beside-the-paris-ramparts-1887.jpg!Large.jpg
Roadway with Underpass The Viaduct,"('#F2D272', '#F2C777', '#D98C4A', '#733224', '#260101')",1887,landscape,Neo-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/roadway-with-underpass-the-viaduct-1887.jpg!Large.jpg
Sailing Boat on the Seine at Asnieres,"('#D9BB84', '#A68863', '#D9B68B', '#59412C', '#260F0A')",1887,sketch and study,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/sailing-boat-on-the-seine-at-asnieres-1887.jpg!Large.jpg
Seated Woman,"('#D9B36C', '#BF7C2A', '#8C683B', '#D9AB73', '#402309')",1887,sketch and study,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/seated-woman-4-1887.jpg!Large.jpg
Self Portrait,"('#092140', '#4F6F8C', '#F2C335', '#D99A25', '#A66A21')",1887,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-1887.jpg!Large.jpg
Self Portrait with a Grey Felt Hat,"('#1B4E59', '#307373', '#A65729', '#BF8C6F', '#BF4539')",1887,self-portrait,Post-Impressionism,https://uploads0.wikiart.org/00213/images/vincent-van-gogh/antique-3840757.jpg!Large.jpg
Self Portrait with Felt Hat,"('#1C4259', '#D9D26C', '#D9BF73', '#A6652D', '#8C3D20')",1887,self-portrait,Post-Impressionism,https://uploads6.wikiart.org/images/vincent-van-gogh/self-portrait-with-felt-hat.jpg!Large.jpg
Self-portrait,"('#384173', '#5E90F2', '#A9BF88', '#BFA380', '#A65A2E')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-1.jpg!Large.jpg
Self-Portrait,"('#260B12', '#F2C879', '#F2BC79', '#BF6849', '#A63333')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-2.jpg!Large.jpg
Self-Portrait,"('#768C56', '#D9AD5B', '#A65221', '#A62014', '#40100C')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-3.jpg!Large.jpg
Self-Portrait,"('#F2B441', '#D9984A', '#F2C894', '#BF5934', '#BF3939')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-4.jpg!Large.jpg
Self-Portrait,"('#445925', '#D9BD9C', '#A66933', '#8C331F', '#A62424')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-5.jpg!Large.jpg
Self-Portrait,"('#D9B64E', '#BF9649', '#8C6535', '#BF5B21', '#400601')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-6.jpg!Large.jpg
Self-Portrait,"('#261219', '#D9CB84', '#A68051', '#BF754B', '#732720')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-7.jpg!Large.jpg
Self-Portrait,"('#26070C', '#F2DAAC', '#A65E44', '#A62317', '#73221A')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-8.jpg!Large.jpg
Self-Portrait,"('#D9BF73', '#D9A05B', '#BF6F41', '#BF5239', '#401E1E')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-1887-9.jpg!Large.jpg
Self-Portrait with a Japanese Print,"('#1C1526', '#A68C6D', '#8C644D', '#8C3420', '#73261F')",1887,self-portrait,Post-Impressionism,https://uploads0.wikiart.org/images/vincent-van-gogh/self-portrait-with-a-japanese-print-1887.jpg
Self-Portrait with Gray Felt Hat,"('#555938', '#A65A17', '#734432', '#8C1C03', '#400601')",1887,self-portrait,Post-Impressionism,https://uploads7.wikiart.org/images/vincent-van-gogh/self-portrait-with-gray-felt-hat-1887.jpg!Large.jpg
Self-Portrait with Pipe and Glass,"('#F2AA52', '#D9843B', '#402110', '#732E1F', '#A62B1F')",1887,self-portrait,Post-Impressionism,https://uploads8.wikiart.org/images/vincent-van-gogh/self-portrait-with-pipe-and-glass-1887.jpg!Large.jpg
Self-Portrait with Straw Hat,"('#D9B95B', '#BF9A56', '#A6671B', '#733410', '#A6381F')",1887,self-portrait,Post-Impressionism,https://uploads3.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-1887.jpg!Large.jpg
Self-Portrait with Straw Hat,"('#5D733D', '#F2CF63', '#F2C572', '#D9814E', '#BF391B')",1887,self-portrait,Post-Impressionism,https://uploads5.wikiart.org/images/vincent-van-gogh/self-portrait-with-straw-hat-1887-1.jpg!Large.jpg
